,manufacturer,model_name,category,screen_size_inch,cpu,ram_gb,storage,gpu,os,os_version,weight,price_euros,cpu_manufacturer,gpu_manufacturer,screen_width_px,screen_height_px,cpu_speed_GHz
1002,Dell,Vostro 3568,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel HD Graphics 620,Windows,10,2.18kg,547.0,Intel,Intel,1366,768,2.4
1003,HP,Probook 440,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,1.64kg,779.0,Intel,Intel,1366,768,2.5
1004,Toshiba,Portege Z30-C-16H,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,1.2kg,1195.0,Intel,Intel,1920,1080,2.3
1005,HP,EliteBook 840,Notebook,14.0,Intel Core i5 6300U 2.4GHz,4,256GB SSD,Intel HD Graphics 520,Windows,10,1.48kg,1099.99,Intel,Intel,1366,768,2.4
1006,HP,ProBook 640,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,1205.0,Intel,Intel,1920,1080,2.5
1007,HP,EliteBook 1040,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.43kg,1449.0,Intel,Intel,1920,1080,2.6
1008,HP,ProBook 440,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,10,1.64kg,1049.26,Intel,Nvidia,1920,1080,2.5
1009,HP,Probook 440,Notebook,14.0,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,1.64kg,684.0,Intel,Intel,1366,768,2.4
1010,Dell,Inspiron 7567,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,1TB Hybrid,Nvidia GeForce GTX 1050,Windows,10,2.65kg,949.0,Intel,Nvidia,1920,1080,2.5
1011,HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,1.26kg,1539.0,Intel,Intel,1920,1080,2.5
1012,HP,Elitebook 840,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.48kg,1590.0,Intel,Intel,1920,1080,2.5
1013,HP,EliteBook 840,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.54kg,1887.21,Intel,Intel,1920,1080,2.5
1014,HP,Probook 430,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,1.49kg,800.0,Intel,Intel,1366,768,2.4
1015,Toshiba,Portege A30-C-1CZ,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.5kg,1210.0,Intel,Intel,1366,768,2.3
1016,HP,ProBook 450,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,769.99,Intel,Intel,1366,768,2.4
1017,Lenovo,ThinkPad P70,Notebook,17.3,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia Quadro 3000M,Windows,7,2.4kg,2968.0,Intel,Nvidia,3840,2160,2.7
1018,Toshiba,Tecra Z40-C-12Z,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.47kg,1490.0,Intel,Intel,1920,1080,2.3
1019,HP,EliteBook 1040,Notebook,14.0,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.43kg,2229.0,Intel,Intel,1920,1080,2.5
1020,Dell,Inspiron 5568,2 in 1 Convertible,15.6,Intel Core i3 6100U 2.3GHz,4,1TB HDD,Intel HD Graphics 520,Windows,10,2.08kg,795.99,Intel,Intel,1920,1080,2.3
1021,Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.2kg,1590.0,Intel,Intel,1920,1080,2.3
1022,HP,Spectre 13-V100nv,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.11kg,1149.0,Intel,Intel,1920,1080,2.5
1023,HP,ProBook 440,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,10,1.64kg,1185.43,Intel,Nvidia,1920,1080,2.7
1024,Dell,Latitude E5570,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8,500GB HDD,Intel HD Graphics 520,Windows,10,2.09kg,1046.44,Intel,Intel,1920,1080,2.4
1025,HP,Elitebook 820,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.26kg,1559.0,Intel,Intel,1366,768,2.5
1026,HP,ProBook 650,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,2.31kg,1189.0,Intel,Intel,1366,768,2.5
1027,HP,ProBook 640,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,1.95kg,1060.0,Intel,Intel,1366,768,2.5
1028,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.29kg,1624.0,Intel,Intel,3200,1800,2.5
1029,HP,Probook 470,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.63kg,1080.0,Intel,Nvidia,1920,1080,2.5
1030,HP,ProBook 440,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,1.64kg,973.0,Intel,Intel,1366,768,2.5
1031,Acer,Aspire 3,Notebook,15.6,AMD A9-Series 9420 3GHz,6,1TB HDD,AMD Radeon R5,Windows,10,2.1kg,409.0,AMD,AMD,1366,768,3.0
1032,MSI,GL72M 7RDX,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.7kg,1191.8,Intel,Nvidia,1920,1080,2.8
1033,HP,Probook 640,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.95kg,1195.0,Intel,Intel,1920,1080,2.3
1034,HP,EliteBook 850,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.84kg,1228.99,Intel,Intel,1920,1080,2.5
1035,HP,EliteBook 820,Ultrabook,12.5,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.26kg,1349.0,Intel,Intel,1920,1080,2.5
1036,HP,ProBook 450,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,Windows,10,2.04kg,742.0,Intel,Intel,1366,768,2.5
1037,Toshiba,Tecra Z40-C-136,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.47kg,1725.0,Intel,Intel,1920,1080,2.6
1038,Dell,Latitude E5570,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,2.09kg,1062.95,Intel,Intel,1920,1080,2.4
1039,HP,ProBook 440,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.64kg,1010.51,Intel,Intel,1920,1080,2.5
1040,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel Core i7 6500U 2.5GHz,4,256GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,847.0,Intel,Intel,1920,1080,2.5
1041,Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14.0,Intel Atom X5-Z8350 1.44GHz,2,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.45kg,210.8,Intel,Intel,1366,768,1.44
1042,Toshiba,Tecra A50-C-218,Notebook,15.6,Intel Core i7 6500U 2.5GHz,16,256GB SSD,Nvidia GeForce 930M,Windows,10,2.4kg,1425.0,Intel,Nvidia,1920,1080,2.5
1043,Lenovo,Thinkpad L560,Notebook,15.6,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,2.3kg,1049.6,Intel,Intel,1920,1080,2.3
1044,HP,EliteBook 840,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,1.54kg,1000.0,Intel,Intel,1920,1080,2.3
1045,HP,EliteBook 850,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8,256GB SSD +  500GB HDD,Intel HD Graphics 520,Windows,10,1.84kg,2103.34,Intel,Intel,1920,1080,2.4
1046,HP,EliteBook 1040,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.43kg,1469.0,Intel,Intel,1920,1080,2.3
1047,MSI,GT72S Dominator,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,3.78kg,1545.64,Intel,Nvidia,1920,1080,2.7
1048,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,4.6kg,2289.99,Intel,Nvidia,1920,1080,2.6
1049,Asus,Chromebook C202SA,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,,1.2kg,287.9,Intel,Intel,1366,768,1.6
1050,Lenovo,ThinkPad X1,Notebook,14.0,Intel Core i7 6600U 2.6GHz,16,256GB SSD,Intel HD Graphics 520,Windows,7,1.1kg,2620.0,Intel,Intel,2560,1440,2.6
1051,HP,Noteb Pav,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Nvidia GeForce 940MX,Windows,10,1.91kg,979.0,Intel,Nvidia,1920,1080,2.7
1052,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Intel Core i5 7200U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.3kg,1094.0,Intel,Intel,1920,1080,2.7
1053,HP,ProBook 450,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,979.0,Intel,Intel,1366,768,2.5
1054,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Intel HD Graphics 620,Windows,10,1.2kg,2254.0,Intel,Intel,3200,1800,2.7
1055,HP,ProBook 650,Notebook,15.6,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.31kg,705.15,Intel,Intel,1366,768,2.3
1056,HP,250 G5,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel HD Graphics 620,No OS,,1.96kg,499.0,Intel,Intel,1366,768,2.5
1057,Acer,Aspire ES1-523,Notebook,15.6,AMD A8-Series 7410 2.2GHz,8,1TB HDD,AMD Radeon R5,Windows,10,2.4kg,449.0,AMD,AMD,1366,768,2.2
1058,Dell,Inspiron 7378,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,12,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,1299.0,Intel,Intel,1920,1080,2.7
1059,MSI,GT62VR 6RD,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.94kg,1819.0,Intel,Nvidia,1920,1080,2.6
1060,HP,ProBook 450,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,1070.0,Intel,Intel,1920,1080,2.7
1061,Asus,Rog G752VL-GC088D,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,1TB HDD,Nvidia GeForce GTX 965M,No OS,,4kgs,998.0,Intel,Nvidia,1920,1080,2.6
1062,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel HD Graphics,Windows,10,2.25kg,559.0,Intel,Intel,1920,1080,2.5
1063,Dell,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16,2TB HDD,AMD Radeon R7 M445,Windows,10,2.32kg,989.99,Intel,AMD,1920,1080,2.7
1064,MSI,GS63VR 6RF,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,1.8kg,1929.0,Intel,Nvidia,1920,1080,2.6
1065,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.29kg,1458.0,Intel,Intel,1920,1080,2.7
1066,Asus,ROG G701VO,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,64,1TB SSD,Nvidia GeForce GTX 980 ,Windows,10,3.58kg,3975.0,Intel,Nvidia,1920,1080,2.7
1067,Dell,Inspiron 5368,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.62kg,798.01,Intel,Intel,1920,1080,2.5
1068,Dell,Alienware 15,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,10,3.21kg,1329.0,Intel,Nvidia,3840,2160,2.6
1069,Apple,"MacBook 12""",Ultrabook,12.0,Intel Core M 1.1GHz,8,256GB Flash Storage,Intel HD Graphics 515,macOS,X,0.920kg,1300.0,Intel,Intel,2304,1440,1.1
1070,Dell,Latitude 3570,Notebook,15.6,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.06kg,481.98,Intel,Intel,1366,768,2.3
1071,HP,ProBook 650,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.31kg,1199.0,Intel,Intel,1366,768,2.3
1072,HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.26kg,1199.0,Intel,Intel,1920,1080,2.3
1073,HP,ProBook 430,Notebook,13.3,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.49kg,1090.0,Intel,Intel,1920,1080,2.7
1074,Lenovo,ThinkPad Yoga,Ultrabook,12.5,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.3kg,1713.49,Intel,Intel,1920,1080,2.5
1075,Lenovo,IdeaPad 300-17ISK,Notebook,17.3,Intel Core i5 6200U 2.3GHz,8,1TB HDD,AMD Radeon R5 M330,Windows,10,3.0kg,659.0,Intel,AMD,1600,900,2.3
1076,Lenovo,Ideapad 700-15ISK,Notebook,15.6,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,Nvidia GeForce GTX 950M,Windows,10,2.3kg,977.0,Intel,Nvidia,1920,1080,2.3
1077,MSI,GT72VR Dominator,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,3.78kg,2499.0,Intel,Nvidia,1920,1080,2.8
1078,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,10,2.1kg,540.0,Intel,Intel,1366,768,2.3
1079,HP,Probook 650,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,7,2.31kg,940.0,Intel,Intel,1920,1080,2.3
1080,Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,Intel Core M 6Y75 1.2GHz,8,512GB SSD,Intel HD Graphics 515,Windows,10,0.99kg,1399.0,Intel,Intel,2560,1440,1.2
1081,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32,512GB SSD +  1TB Hybrid,Nvidia GeForce GTX 980M,Windows,10,4.6kg,3240.0,Intel,Nvidia,1920,1080,2.7
1082,Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Intel HD Graphics 400,Windows,10,0.69kg,646.27,Intel,Intel,1920,1200,1.44
1083,HP,Spectre x360,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.3kg,2049.0,Intel,Intel,3840,2160,2.7
1084,Dell,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,2.18kg,750.0,Intel,Intel,1920,1080,2.5
1085,HP,EliteBook 840,Notebook,14.0,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,7,1.54kg,1030.99,Intel,Intel,1920,1080,2.3
1086,HP,ZBook 15u,Workstation,15.6,Intel Core i7 6500U 2.5GHz,8,256GB SSD,AMD FirePro W4190M,Windows,7,1.9kg,1495.0,Intel,AMD,1920,1080,2.5
1087,Lenovo,ThinkPad T460,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,1GB SSD,Intel HD Graphics 520,Windows,7,1.7kg,1199.0,Intel,Intel,1920,1080,2.3
1088,HP,Chromebook 13,Notebook,13.3,Intel Pentium Dual Core 4405Y 1.5GHz,4,32GB Flash Storage,Intel HD Graphics 515,Chrome OS,,1.29kg,615.0,Intel,Intel,3200,1800,1.5
1089,Acer,Aspire ES1-523,Notebook,15.6,AMD A8-Series 7410 2.2GHz,4,500GB HDD,AMD Radeon R5,Windows,10,2.4kg,387.0,AMD,AMD,1366,768,2.2
1090,Dell,Inspiron 3552,Notebook,15.6,Intel Pentium Quad Core N3700 1.6GHz,4,500GB HDD,Intel HD Graphics,Linux,,2.2kg,393.49,Intel,Intel,1366,768,1.6
1091,HP,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,4,1TB HDD,Intel HD Graphics 520,No OS,,1.86kg,345.99,Intel,Intel,1366,768,2.0
1092,Asus,Rog GL702VM-GC354T,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.7kg,1599.0,Intel,Nvidia,1920,1080,2.8
1093,Dell,Inspiron 5370,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,4,256GB SSD,AMD Radeon 530,Windows,10,1.4kg,818.35,Intel,AMD,1920,1080,1.6
1094,HP,Elitebook 820,Netbook,12.5,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows,7,2.4kg,1599.0,Intel,Intel,1366,768,2.3
1095,Acer,Aspire F5-573G,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,Windows,10,2.4kg,799.0,Intel,Nvidia,1920,1080,2.5
1096,Dell,Inspiron 5567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD Radeon R7 M445,Windows,10,2.36kg,638.8,Intel,AMD,1920,1080,2.5
1097,MSI,GS70 Stealth,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Nvidia GeForce GTX 965M,Windows,10,2.6kg,1599.0,Intel,Nvidia,1920,1080,2.6
1098,HP,250 G5,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4,1TB HDD,Intel HD Graphics 405,Windows,10,1.96kg,500.0,Intel,Intel,1366,768,1.6
1099,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,4.3kg,2299.0,Intel,Nvidia,1920,1080,2.6
1100,Dell,Latitude E5270,Ultrabook,12.5,Intel Core i3 6100U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Windows,7,1.5kg,1135.15,Intel,Intel,1366,768,2.3
1101,Dell,Latitude E5270,Ultrabook,12.5,Intel Core i3 6100U 2.3GHz,4,128GB SSD,Intel HD Graphics 520,Windows,7,1.5kg,1166.97,Intel,Intel,1366,768,2.3
1102,Acer,Chromebook 15,Notebook,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4,16GB SSD,Intel HD Graphics,Chrome OS,,2.20kg,209.0,Intel,Intel,1366,768,1.5
1103,HP,ZBook 17,Workstation,17.3,Intel Core i7 6700HQ 2.6GHz,8,1TB HDD,AMD FirePro W6150M,Windows,7,3.0kg,2899.0,Intel,AMD,1920,1080,2.6
1104,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.4kg,1199.0,Intel,Nvidia,1920,1080,2.8
1105,Dell,Latitude E5270,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.5kg,1413.1,Intel,Intel,1366,768,2.3
1106,MSI,GE72 Apache,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.9kg,1511.19,Intel,Nvidia,1920,1080,2.6
1107,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel HD Graphics 520,Windows,10,2.1kg,867.0,Intel,Intel,1920,1080,2.3
1108,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,AMD A6-Series 9220 2.5GHz,4,1TB HDD,AMD Radeon R4,Windows,10,2.1kg,398.0,AMD,AMD,1920,1080,2.5
1109,Asus,Rog GL552VW-CN470T,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.59kg,1339.0,Intel,Nvidia,1920,1080,2.6
1110,HP,EliteBook 1030,Notebook,13.3,Intel Core M 6Y54 1.1GHz,8,256GB SSD,Intel HD Graphics 515,Windows,10,1.16kg,1699.0,Intel,Intel,3200,1800,1.1
1111,Dell,Vostro 3559,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,AMD Radeon R5 M315,Windows,7,2.24kg,769.15,Intel,AMD,1366,768,2.3
1112,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,Intel Core i3 6006U 2.0GHz,4,128GB SSD,Intel HD Graphics 520,Windows,10,2.1kg,429.0,Intel,Intel,1366,768,2.0
1113,HP,Spectre Pro,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel HD Graphics 520,Windows,10,1.16kg,1969.0,Intel,Intel,1920,1080,2.5
1114,Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Intel HD Graphics 400,Android,,0.69kg,549.0,Intel,Intel,1920,1200,1.44
1115,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 7560U 2.4GHz,8,256GB SSD,Intel Iris Plus Graphics 640,Windows,10,1.23kg,1379.0,Intel,Intel,1920,1080,2.4
1116,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16,256GB SSD +  1TB Hybrid,Nvidia GeForce GTX 980M,Windows,10,4.6kg,2749.99,Intel,Nvidia,1920,1080,2.7
1117,Razer,Blade Stealth,Ultrabook,12.5,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.25kg,1029.0,Intel,Intel,3840,2160,2.5
1118,Toshiba,Portege X30-D-10K,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,2226.0,Intel,Intel,1920,1080,2.7
1119,Asus,Rog GL752VW-T4308T,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,3.52kg,1312.49,Intel,Nvidia,1920,1080,2.6
1120,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Intel Atom X5-Z8350 1.44GHz,4,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.35kg,196.0,Intel,Intel,1920,1080,1.44
1121,HP,Spectre Pro,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.16kg,1690.0,Intel,Intel,1920,1080,2.3
1122,HP,EliteBook 1040,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.43kg,1513.0,Intel,Intel,1920,1080,2.3
1123,Dell,Latitude E5570,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Intel HD Graphics 520,Linux,,2.09kg,523.63,Intel,Intel,1366,768,2.3
1124,Asus,VivoBook Max,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel HD Graphics 620,Windows,10,2kg,435.0,Intel,Intel,1366,768,2.4
1125,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,1669.0,Intel,Intel,1920,1080,2.5
1126,Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel Atom x5-Z8550 1.44GHz,4,64GB Flash Storage,Intel HD Graphics 400,Windows,10,0.69kg,479.0,Intel,Intel,1920,1200,1.44
1127,HP,EliteBook 820,Ultrabook,12.5,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel HD Graphics 520,Windows,7,1.26kg,1895.0,Intel,Intel,1366,768,2.4
1128,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,,2.4kg,989.0,Intel,Nvidia,1920,1080,2.5
1129,HP,Omen -,Gaming,17.3,Intel Core i5 6300HQ 2.3GHz,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,3.35kg,1129.0,Intel,Nvidia,1920,1080,2.3
1130,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,2TB HDD,Intel HD Graphics 620,Windows,10,2.04kg,629.0,Intel,Intel,1366,768,2.7
1131,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,Intel Core i7 6600U 2.6GHz,8,512GB SSD,Nvidia Quadro M500M,Windows,7,1.8kg,2050.38,Intel,Nvidia,1920,1080,2.6
1132,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.5kg,278.0,Intel,Intel,1366,768,1.1
1133,HP,250 G6,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel HD Graphics 620,Windows,10,1.84kg,752.0,Intel,Intel,1920,1080,2.7
1134,Acer,Aspire E5-576G,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Nvidia GeForce 940MX,Windows,10,2.23kg,616.0,Intel,Nvidia,1920,1080,2.5
